time,dest,dir,len,etd
1418595662.06,Richmond,North,6,10
1418595721.42,Fremont,South,6,2
1418595721.42,Richmond,North,6,9
1418595781.74,Fremont,South,6,1
1418595781.74,Richmond,North,6,8
1418595842.07,Fremont,South,6,Leaving
1418595842.07,Richmond,North,6,7
1418595901.42,Fremont,South,6,19
1418595901.42,Richmond,North,6,6
1418595961.74,Fremont,South,6,18
1418595961.74,Richmond,North,6,6
1418596021.09,Fremont,South,6,17
1418596021.09,Richmond,North,6,5
1418596081.47,Fremont,South,6,16
1418596081.47,Richmond,North,6,4
1418596141.83,Fremont,South,6,15
1418596141.83,Richmond,North,6,3
1418596201.18,Fremont,South,6,14
1418596201.18,Richmond,North,6,2
1418596261.56,Fremont,South,6,13
1418596261.56,Richmond,North,6,Leaving
1418596321.93,Fremont,South,6,12
1418596321.93,Richmond,North,6,19
1418596381.32,Fremont,South,6,11
1418596381.32,Richmond,North,6,18
1418596441.64,Fremont,South,6,10
1418596441.64,Richmond,North,6,17
1418596501.95,Fremont,South,6,10
1418596501.95,Richmond,North,6,16
1418596561.29,Fremont,South,6,10
1418596561.29,Richmond,North,6,15
1418596621.64,Fremont,South,6,10
1418596621.64,Richmond,North,6,14
1418596681.99,Fremont,South,6,6
1418596681.99,Richmond,North,6,13
1418596741.35,Fremont,South,6,5
1418596741.35,Richmond,North,6,12
1418596801.7,Fremont,South,6,4
1418596801.7,Richmond,North,6,11
1418596861.12,Fremont,South,6,3
1418596861.12,Richmond,North,6,10
1418596921.46,Fremont,South,6,2
1418596921.46,Richmond,North,6,9
1418596981.81,Fremont,South,6,1
1418596981.81,Richmond,North,6,8
1418597041.19,Fremont,South,6,Leaving
1418597041.19,Richmond,North,6,7
1418597101.51,Fremont,South,6,19
1418597101.51,Richmond,North,6,6
1418597161.86,Fremont,South,6,18
1418597161.86,Richmond,North,6,5
1418597221.17,Fremont,South,6,17
1418597221.17,Richmond,North,6,4
1418597281.54,Fremont,South,6,16
1418597281.54,Richmond,North,6,3
1418597341.89,Fremont,South,6,15
1418597341.89,Richmond,North,6,2
1418597401.21,Fremont,South,6,14
1418597401.21,Richmond,North,6,1
1418597461.6,Fremont,South,6,13
1418597461.6,Richmond,North,6,Leaving
1418597521.92,Fremont,South,6,12
1418597521.92,Richmond,North,6,19
1418597581.27,Fremont,South,6,11
1418597581.27,Richmond,North,6,18
1418597641.66,Fremont,South,6,10
1418597641.66,Richmond,North,6,17
1418597701.98,Fremont,South,6,9
1418597701.98,Richmond,North,6,16
1418597761.31,Fremont,South,6,8
1418597761.31,Richmond,North,6,15
1418597821.62,Fremont,South,6,7
1418597821.62,Richmond,North,6,14
1418597881.94,Fremont,South,6,6
1418597881.94,Richmond,North,6,13
1418597941.29,Fremont,South,6,5
1418597941.29,Richmond,North,6,12
1418598001.64,Fremont,South,6,4
1418598001.64,Richmond,North,6,11
1418598062.0,Fremont,South,6,3
1418598062.0,Richmond,North,6,10
1418598121.32,Fremont,South,6,2
1418598121.32,Richmond,North,6,9
1418598181.68,Fremont,South,6,1
1418598181.68,Richmond,North,6,8
1418598242.02,Fremont,South,6,Leaving
1418598242.02,Richmond,North,6,7
1418598301.38,Fremont,South,6,19
1418598301.38,Richmond,North,6,6
1418598361.76,Fremont,South,6,18
1418598361.76,Richmond,North,6,5
1418598421.11,Fremont,South,6,17
1418598421.11,Richmond,North,6,4
1418598481.43,Fremont,South,6,16
1418598481.43,Richmond,North,6,3
1418598541.75,Fremont,South,6,15
1418598541.75,Richmond,North,6,2
1418598602.08,Fremont,South,6,14
1418598602.08,Richmond,North,6,Leaving
1418598661.4,Fremont,South,6,13
1418598661.4,Richmond,North,6,20
1418598721.75,Fremont,South,6,12
1418598721.75,Richmond,North,6,19
1418598781.09,Fremont,South,6,11
1418598781.09,Richmond,North,6,18
1418598841.44,Fremont,South,6,10
1418598841.44,Richmond,North,6,17
1418598901.79,Fremont,South,6,10
1418598901.79,Richmond,North,6,16
1418598961.15,Fremont,South,6,10
1418598961.15,Richmond,North,6,15
1418599021.5,Fremont,South,6,7
1418599021.5,Richmond,North,6,15
1418599081.82,Fremont,South,6,6
1418599081.82,Richmond,North,6,15
1418599141.17,Fremont,South,6,5
1418599141.17,Richmond,North,6,15
1418599201.53,Fremont,South,6,4
1418599201.53,Richmond,North,6,14
1418599261.88,Fremont,South,6,3
1418599261.88,Richmond,North,6,13
1418599321.26,Fremont,South,6,2
1418599321.26,Richmond,North,6,12
1418599381.58,Fremont,South,6,1
1418599381.58,Richmond,North,6,11
1418599441.91,Fremont,South,6,Leaving
1418599441.91,Richmond,North,6,10
1418599501.25,Fremont,South,6,19
1418599501.25,Richmond,North,6,9
1418599561.63,Fremont,South,6,18
1418599561.63,Richmond,North,6,8
1418599621.98,Fremont,South,6,17
1418599621.98,Richmond,North,6,7
1418599681.32,Fremont,South,6,16
1418599681.32,Richmond,North,6,6
1418599741.67,Fremont,South,6,15
1418599741.67,Richmond,North,6,5
1418599802.0,Fremont,South,6,14
1418599802.0,Richmond,North,6,4
1418599861.33,Fremont,South,6,13
1418599861.33,Richmond,North,6,3
1418599921.71,Fremont,South,6,12
1418599921.71,Richmond,North,6,2
1418599982.06,Fremont,South,6,11
1418599982.06,Richmond,North,6,1
1418600041.41,Fremont,South,6,10
1418600041.41,Richmond,North,6,17
1418600101.73,Fremont,South,6,10
1418600101.73,Richmond,North,6,16
1418600161.11,Fremont,South,6,10
1418600161.11,Richmond,North,6,15
1418600221.46,Fremont,South,6,7
1418600221.46,Richmond,North,6,14
1418600281.8,Fremont,South,6,6
1418600281.8,Richmond,North,6,13
1418600341.12,Fremont,South,6,5
1418600341.12,Richmond,North,6,12
1418600401.45,Fremont,South,6,4
1418600401.45,Richmond,North,6,11
1418600461.78,Fremont,South,6,3
1418600461.78,Richmond,North,6,10
1418600521.11,Fremont,South,6,2
1418600521.11,Richmond,North,6,9
1418600581.49,Fremont,South,6,1
1418600581.49,Richmond,North,6,8
1418600641.87,Fremont,South,6,Leaving
1418600641.87,Richmond,North,6,7
1418600701.19,Fremont,South,6,19
1418600701.19,Richmond,North,6,6
1418600761.51,Fremont,South,6,18
1418600761.51,Richmond,North,6,5
1418600821.82,Fremont,South,6,17
1418600821.82,Richmond,North,6,4
1418600881.15,Fremont,South,6,16
1418600881.15,Richmond,North,6,3
1418600941.46,Fremont,South,6,15
1418600941.46,Richmond,North,6,2
1418601001.78,Fremont,South,6,14
1418601001.78,Richmond,North,6,1
1418601061.14,Fremont,South,6,13
1418601061.14,Richmond,North,6,Leaving
1418601121.45,Fremont,South,6,12
1418601121.45,Richmond,North,6,19
1418601181.81,Fremont,South,6,11
1418601181.81,Richmond,North,6,18
1418601241.12,Fremont,South,6,10
1418601241.12,Richmond,North,6,17
1418601301.45,Fremont,South,6,9
1418601301.45,Richmond,North,6,16
1418601361.8,Fremont,South,6,9
1418601361.8,Richmond,North,6,15
1418601421.11,Fremont,South,6,9
1418601421.11,Richmond,North,6,14
1418601481.44,Fremont,South,6,6
1418601481.44,Richmond,North,6,13
1418601541.75,Fremont,South,6,5
1418601541.75,Richmond,North,6,12
1418601601.13,Fremont,South,6,4
1418601601.13,Richmond,North,6,11
1418601661.46,Fremont,South,6,3
1418601661.46,Richmond,North,6,10
1418601721.81,Fremont,South,6,2
1418601721.81,Richmond,North,6,9
1418601781.13,Fremont,South,6,1
1418601781.13,Richmond,North,6,8
1418601841.49,Fremont,South,6,Leaving
1418601841.49,Richmond,North,6,7
1418601901.84,Fremont,South,6,19
1418601901.84,Richmond,North,6,6
1418601961.18,Fremont,South,6,18
1418601961.18,Richmond,North,6,5
1418602021.53,Fremont,South,6,17
1418602021.53,Richmond,North,6,4
1418602081.91,Fremont,South,6,16
1418602081.91,Richmond,North,6,3
1418602141.29,Fremont,South,6,15
1418602141.29,Richmond,North,6,2
1418602201.67,Fremont,South,6,14
1418602201.67,Richmond,North,6,1
1418602262.02,Fremont,South,6,13
1418602262.02,Richmond,North,6,Leaving
1418602321.41,Fremont,South,6,12
1418602321.41,Richmond,North,6,19
1418602381.77,Fremont,South,6,11
1418602381.77,Richmond,North,6,18
1418602441.11,Fremont,South,6,10
1418602441.11,Richmond,North,6,17
1418602501.46,Fremont,South,6,9
1418602501.46,Richmond,North,6,16
1418602561.82,Fremont,South,6,9
1418602561.82,Richmond,North,6,15
1418602621.18,Fremont,South,6,9
1418602621.18,Richmond,North,6,15
1418602681.5,Fremont,South,6,6
1418602681.5,Richmond,North,6,15
1418602741.83,Fremont,South,6,5
1418602741.83,Richmond,North,6,14
1418602801.15,Fremont,South,6,4
1418602801.15,Richmond,North,6,13
1418602861.56,Fremont,South,6,3
1418602861.56,Richmond,North,6,12
1418602921.88,Fremont,South,6,2
1418602921.88,Richmond,North,6,11
1418602981.2,Fremont,South,6,1
1418602981.2,Richmond,North,6,10
1418603041.57,Fremont,South,6,Leaving
1418603041.57,Richmond,North,6,9
1418603101.92,Fremont,South,6,19
1418603101.92,Richmond,North,6,8
1418603161.24,Fremont,South,6,18
1418603161.24,Richmond,North,6,7
1418603221.6,Fremont,South,6,17
1418603221.6,Richmond,North,6,6
1418603281.99,Fremont,South,6,16
1418603281.99,Richmond,North,6,5
1418603341.35,Fremont,South,6,15
1418603341.35,Richmond,North,6,4
1418603401.73,Fremont,South,6,14
1418603401.73,Richmond,North,6,3
1418603461.1,Fremont,South,6,13
1418603461.1,Richmond,North,6,2
1418603521.44,Fremont,South,6,12
1418603521.44,Richmond,North,6,Leaving
1418603581.75,Fremont,South,6,11
1418603581.75,Richmond,North,6,20
1418603642.08,Fremont,South,6,10
1418603642.08,Richmond,North,6,19
1418603701.42,Fremont,South,6,9
1418603701.42,Richmond,North,6,18
1418603761.74,Fremont,South,6,9
1418603761.74,Richmond,North,6,17
1418603822.07,Fremont,South,6,9
1418603822.07,Richmond,North,6,18
1418603881.42,Fremont,South,6,6
1418603881.42,Richmond,North,6,15
1418603941.81,Fremont,South,6,5
1418603941.81,Richmond,North,6,14
1418604001.15,Fremont,South,6,4
1418604001.15,Richmond,North,6,13
1418604061.5,Fremont,South,6,3
1418604061.5,Richmond,North,6,12
1418604121.88,Fremont,South,6,2
1418604121.88,Richmond,North,6,11
1418604181.23,Fremont,South,6,1
1418604181.23,Richmond,North,6,11
1418604241.59,Fremont,South,6,Leaving
1418604241.59,Richmond,North,6,10
1418604301.93,Fremont,South,6,19
1418604301.93,Richmond,North,6,9
1418604361.3,Fremont,South,6,18
1418604361.3,Richmond,North,6,8
1418604421.62,Fremont,South,6,17
1418604421.62,Richmond,North,6,7
1418604481.94,Fremont,South,6,16
1418604481.94,Richmond,North,6,6
1418604541.26,Fremont,South,6,15
1418604541.26,Richmond,North,6,5
1418604601.58,Fremont,South,6,14
1418604601.58,Richmond,North,6,4
1418604661.95,Fremont,South,6,13
1418604661.95,Richmond,North,6,3
1418604721.3,Fremont,South,6,12
1418604721.3,Richmond,North,6,2
1418604781.64,Fremont,South,6,11
1418604781.64,Richmond,North,6,Leaving
1418604841.99,Fremont,South,6,10
1418604841.99,Richmond,North,6,25
1418604901.31,Fremont,South,6,9
1418604901.31,Richmond,North,6,24
1418604961.66,Fremont,South,6,8
1418604961.66,Richmond,North,6,23
1418605021.98,Fremont,South,6,7
1418605021.98,Richmond,North,6,22
1418605081.33,Fremont,South,6,6
1418605081.33,Richmond,North,6,21
1418605141.65,Fremont,South,6,5
1418605141.65,Richmond,North,6,19
1418605202.0,Fremont,South,6,4
1418605202.0,Richmond,North,6,18
1418605261.32,Fremont,South,6,3
1418605261.32,Richmond,North,6,17
1418605321.69,Fremont,South,6,2
1418605321.69,Richmond,North,6,18
1418605382.02,Fremont,South,6,1
1418605382.02,Richmond,North,6,15
1418605441.4,Fremont,South,6,Leaving
1418605441.4,Richmond,North,6,14
1418605501.74,Fremont,South,6,19
1418605501.74,Richmond,North,6,13
1418605562.07,Fremont,South,6,18
1418605562.07,Richmond,North,6,12
1418605621.42,Fremont,South,6,17
1418605621.42,Richmond,North,6,11
1418605681.78,Fremont,South,6,16
1418605681.78,Richmond,North,6,10
1418605741.17,Fremont,South,6,15
1418605741.17,Richmond,North,6,9
1418605801.51,Fremont,South,6,14
1418605801.51,Richmond,North,6,8
1418605861.87,Fremont,South,6,13
1418605861.87,Richmond,North,6,7
1418605921.18,Fremont,South,6,12
1418605921.18,Richmond,North,6,6
1418605981.56,Fremont,South,6,11
1418605981.56,Richmond,North,6,6
1418606041.91,Fremont,South,6,10
1418606041.91,Richmond,North,6,5
1418606101.3,Fremont,South,6,10
1418606101.3,Richmond,North,6,4
1418606161.62,Fremont,South,6,10
1418606161.62,Richmond,North,6,3
1418606221.98,Fremont,South,6,7
1418606221.98,Richmond,North,6,2
1418606281.33,Fremont,South,6,6
1418606281.33,Richmond,North,6,Leaving
1418606341.64,Fremont,South,6,5
1418606341.64,Richmond,North,6,15
1418606401.98,Fremont,South,6,4
1418606401.98,Richmond,North,6,14
1418606461.32,Fremont,South,6,3
1418606461.32,Richmond,North,6,13
1418606521.7,Fremont,South,6,2
1418606521.7,Richmond,North,6,12
1418606582.04,Fremont,South,6,1
1418606582.04,Richmond,North,6,11
1418606641.36,Fremont,South,6,Leaving
1418606641.36,Richmond,North,6,10
1418606701.68,Fremont,South,6,19
1418606701.68,Richmond,North,6,9
1418606762.0,Fremont,South,6,18
1418606762.0,Richmond,North,6,8
1418606821.35,Fremont,South,6,17
1418606821.35,Richmond,North,6,7
1418606881.67,Fremont,South,6,16
1418606881.67,Richmond,North,6,6
1418606942.03,Fremont,South,6,15
1418606942.03,Richmond,North,6,5
1418607001.39,Fremont,South,6,14
1418607001.39,Richmond,North,6,4
1418607061.73,Fremont,South,6,13
1418607061.73,Richmond,North,6,3
1418607122.06,Fremont,South,6,12
1418607122.06,Richmond,North,6,2
1418607181.37,Fremont,South,6,11
1418607181.37,Richmond,North,6,1
1418607241.72,Fremont,South,6,10
1418607241.72,Richmond,North,6,Leaving
1418607302.07,Fremont,South,6,9
1418607302.07,Richmond,North,6,16
1418607361.46,Fremont,South,6,8
1418607361.46,Richmond,North,6,15
1418607421.78,Fremont,South,6,7
1418607421.78,Richmond,North,6,14
1418607481.11,Fremont,South,6,6
1418607481.11,Richmond,North,6,14
1418607541.43,Fremont,South,6,5
1418607541.43,Richmond,North,6,13
1418607601.78,Fremont,South,6,4
1418607601.78,Richmond,North,6,11
1418607661.1,Fremont,South,6,4
1418607661.1,Richmond,North,6,10
1418607721.42,Fremont,South,6,2
1418607721.42,Richmond,North,6,9
1418607781.78,Fremont,South,6,1
1418607781.78,Richmond,North,6,8
1418607841.16,Fremont,South,6,Leaving
1418607841.16,Richmond,North,6,7
1418607901.51,Fremont,South,6,19
1418607901.51,Richmond,North,6,6
1418607961.89,Fremont,South,6,18
1418607961.89,Richmond,North,6,5
1418608021.26,Fremont,South,6,17
1418608021.26,Richmond,North,6,5
1418608081.59,Fremont,South,6,16
1418608081.59,Richmond,North,6,3
1418608141.95,Fremont,South,6,15
1418608141.95,Richmond,North,6,2
1418608201.29,Fremont,South,6,14
1418608201.29,Richmond,North,6,1
1418608261.62,Fremont,South,6,13
1418608261.62,Richmond,North,6,Leaving
1418608321.97,Fremont,South,6,12
1418608321.97,Richmond,North,6,19
1418608381.29,Fremont,South,6,11
1418608381.29,Richmond,North,6,18
1418608441.67,Fremont,South,6,10
1418608441.67,Richmond,North,6,18
1418608501.99,Fremont,South,6,9
1418608501.99,Richmond,North,6,16
1418608561.31,Fremont,South,6,9
1418608561.31,Richmond,North,6,15
1418608621.67,Fremont,South,6,9
1418608621.67,Richmond,North,6,14
1418608681.98,Fremont,South,6,6
1418608681.98,Richmond,North,6,13
1418608741.31,Fremont,South,6,5
1418608741.31,Richmond,North,6,12
1418608801.69,Fremont,South,6,4
1418608801.69,Richmond,North,6,11
1418608862.01,Fremont,South,6,3
1418608862.01,Richmond,North,6,10
1418608921.34,Fremont,South,6,2
1418608921.34,Richmond,North,6,9
1418608981.72,Fremont,South,6,1
1418608981.72,Richmond,North,6,8
1418609041.1,Fremont,South,6,Leaving
1418609041.1,Richmond,North,6,7
1418609101.41,Fremont,South,6,19
1418609101.41,Richmond,North,6,6
1418609161.74,Fremont,South,6,18
1418609161.74,Richmond,North,6,6
1418609222.06,Fremont,South,6,17
1418609222.06,Richmond,North,6,5
1418609281.38,Fremont,South,6,16
1418609281.38,Richmond,North,6,4
1418609341.73,Fremont,South,6,15
1418609341.73,Richmond,North,6,3
1418609401.12,Fremont,South,6,14
1418609401.12,Richmond,North,6,2
1418609461.48,Fremont,South,6,13
1418609461.48,Richmond,North,6,Leaving
1418609521.84,Fremont,South,6,12
1418609521.84,Richmond,North,6,22
1418609581.16,Fremont,South,6,11
1418609581.16,Richmond,North,6,21
1418609641.53,Fremont,South,6,10
1418609641.53,Richmond,North,6,21
1418609701.88,Fremont,South,6,10
1418609701.88,Richmond,North,6,19
1418609761.22,Fremont,South,6,10
1418609761.22,Richmond,North,6,18
1418609821.56,Fremont,South,6,7
1418609821.56,Richmond,North,6,17
1418609881.94,Fremont,South,6,6
1418609881.94,Richmond,North,6,18
1418609941.27,Fremont,South,6,5
1418609941.27,Richmond,North,6,15
1418610001.6,Fremont,South,6,4
1418610001.6,Richmond,North,6,14
1418610061.92,Fremont,South,6,3
1418610061.92,Richmond,North,6,13
1418610121.24,Fremont,South,6,2
1418610121.24,Richmond,North,6,12
1418610181.59,Fremont,South,6,1
1418610181.59,Richmond,North,6,11
1418610241.94,Fremont,South,6,Leaving
1418610241.94,Richmond,North,6,11
1418610301.32,Fremont,South,6,19
1418610301.32,Richmond,North,6,10
1418610361.67,Fremont,South,6,18
1418610361.67,Richmond,North,6,9
1418610421.99,Fremont,South,6,17
1418610421.99,Richmond,North,6,8
1418610481.3,Fremont,South,6,16
1418610481.3,Richmond,North,6,7
1418610541.69,Fremont,South,6,15
1418610541.69,Richmond,North,6,6
1418610602.06,Fremont,South,6,14
1418610602.06,Richmond,North,6,5
1418610661.4,Fremont,South,6,13
1418610661.4,Richmond,North,6,4
1418610721.79,Fremont,South,6,12
1418610721.79,Richmond,North,6,3
1418610781.18,Fremont,South,6,11
1418610781.18,Richmond,North,6,2
1418610841.5,Fremont,South,6,10
1418610841.5,Richmond,North,6,Leaving
1418610901.85,Fremont,South,6,10
1418610901.85,Richmond,North,6,17
1418610961.23,Fremont,South,6,10
1418610961.23,Richmond,North,6,18
1418611021.55,Fremont,South,6,10
1418611021.55,Richmond,North,6,15
1418611081.94,Fremont,South,6,6
1418611081.94,Richmond,North,6,14
1418611141.26,Fremont,South,6,5
1418611141.26,Richmond,North,6,13
1418611201.59,Fremont,South,6,4
1418611201.59,Richmond,North,6,12
1418611261.94,Fremont,South,6,3
1418611261.94,Richmond,North,6,11
1418611321.29,Fremont,South,6,2
1418611321.29,Richmond,North,6,10
1418611381.64,Fremont,South,6,Leaving
1418611381.64,Richmond,North,6,9
1418611442.02,Fremont,South,6,20
1418611442.02,Richmond,North,6,8
1418611501.34,Fremont,South,6,19
1418611501.34,Richmond,North,6,7
1418611561.66,Fremont,South,6,18
1418611561.66,Richmond,North,6,6
1418611621.98,Fremont,South,6,17
1418611621.98,Richmond,North,6,5
1418611681.31,Fremont,South,6,16
1418611681.31,Richmond,North,6,4
1418611741.65,Fremont,South,6,15
1418611741.65,Richmond,North,6,3
1418611801.97,Fremont,South,6,14
1418611801.97,Richmond,North,6,2
1418611861.29,Fremont,South,6,13
1418611861.29,Richmond,North,6,1
1418611921.62,Fremont,South,6,12
1418611921.62,Richmond,North,6,Leaving
1418611981.95,Fremont,South,6,11
1418611981.95,Richmond,North,6,18
1418612041.3,Fremont,South,6,10
1418612041.3,Richmond,North,6,17
1418612101.64,Fremont,South,6,9
1418612101.64,Richmond,North,6,18
1418612161.97,Fremont,South,6,9
1418612161.97,Richmond,North,6,15
1418612221.3,Fremont,South,6,9
1418612221.3,Richmond,North,6,15
1418612281.62,Fremont,South,6,6
1418612281.62,Richmond,North,6,14
1418612341.94,Fremont,South,6,5
1418612341.94,Richmond,North,6,13
1418612401.3,Fremont,South,6,4
1418612401.3,Richmond,North,6,12
1418612461.65,Fremont,South,6,3
1418612461.65,Richmond,North,6,11
1418612522.03,Fremont,South,6,2
1418612522.03,Richmond,North,6,10
1418612581.36,Fremont,South,6,1
1418612581.36,Richmond,North,6,9
1418612641.72,Fremont,South,6,Leaving
1418612641.72,Richmond,North,6,8
1418612702.05,Fremont,South,6,19
1418612702.05,Richmond,North,6,7
1418612761.37,Fremont,South,6,18
1418612761.37,Richmond,North,6,6
1418612821.7,Fremont,South,6,17
1418612821.7,Richmond,North,6,5
1418612882.05,Fremont,South,6,16
1418612882.05,Richmond,North,6,4
1418612941.38,Fremont,South,6,15
1418612941.38,Richmond,North,6,3
1418613001.73,Fremont,South,6,14
1418613001.73,Richmond,North,6,2
1418613062.08,Fremont,South,6,13
1418613062.08,Richmond,North,6,1
1418613121.46,Fremont,South,6,12
1418613121.46,Richmond,North,6,Leaving
1418613181.79,Fremont,South,6,11
1418613181.79,Richmond,North,6,18
1418613241.14,Fremont,South,6,10
1418613241.14,Richmond,North,6,17
1418613301.49,Fremont,South,6,9
1418613301.49,Richmond,North,6,18
1418613361.83,Fremont,South,6,9
1418613361.83,Richmond,North,6,15
1418613421.16,Fremont,South,6,9
1418613421.16,Richmond,North,6,15
1418613481.51,Fremont,South,6,6
1418613481.51,Richmond,North,6,14
1418613541.87,Fremont,South,6,5
1418613541.87,Richmond,North,6,13
1418613601.23,Fremont,South,6,4
1418613601.23,Richmond,North,6,12
1418613661.54,Fremont,South,6,3
1418613661.54,Richmond,North,6,11
1418613721.9,Fremont,South,6,2
1418613721.9,Richmond,North,6,10
1418613781.26,Fremont,South,6,Leaving
1418613781.26,Richmond,North,6,9
1418613841.58,Fremont,South,6,Leaving
1418613841.58,Richmond,North,6,8
1418613901.92,Fremont,South,6,19
1418613901.92,Richmond,North,6,7
1418613961.29,Fremont,South,6,18
1418613961.29,Richmond,North,6,6
1418614021.63,Fremont,South,6,17
1418614021.63,Richmond,North,6,5
1418614081.95,Fremont,South,6,16
1418614081.95,Richmond,North,6,4
1418614141.28,Fremont,South,6,15
1418614141.28,Richmond,North,6,3
1418614201.66,Fremont,South,6,14
1418614201.66,Richmond,North,6,2
1418614262.02,Fremont,South,6,13
1418614262.02,Richmond,North,6,Leaving
1418614321.35,Fremont,South,6,12
1418614321.35,Richmond,North,6,19
1418614381.7,Fremont,South,6,11
1418614381.7,Richmond,North,6,18
1418614442.04,Fremont,South,6,10
1418614442.04,Richmond,North,6,17
1418614501.39,Fremont,South,6,9
1418614501.39,Richmond,North,6,16
1418614561.75,Fremont,South,6,9
1418614561.75,Richmond,North,6,15
1418614621.1,Fremont,South,6,9
1418614621.1,Richmond,North,6,14
1418614681.46,Fremont,South,6,6
1418614681.46,Richmond,North,6,13
1418614741.81,Fremont,South,6,5
1418614741.81,Richmond,North,6,12
1418614801.12,Fremont,South,6,4
1418614801.12,Richmond,North,6,11
1418614861.44,Fremont,South,6,3
1418614861.44,Richmond,North,6,10
1418614921.79,Fremont,South,6,2
1418614921.79,Richmond,North,6,9
1418614981.11,Fremont,South,6,1
1418614981.11,Richmond,North,6,8
1418615041.49,Fremont,South,6,Leaving
1418615041.49,Richmond,North,6,7
1418615101.88,Fremont,South,3,19
1418615101.88,Richmond,North,6,6
1418615161.21,Fremont,South,3,18
1418615161.21,Richmond,North,6,5
1418615221.55,Fremont,South,3,17
1418615221.55,Richmond,North,6,4
1418615281.9,Fremont,South,3,16
1418615281.9,Richmond,North,6,3
1418615341.23,Fremont,South,3,15
1418615341.23,Richmond,North,6,2
1418615401.57,Fremont,South,3,14
1418615401.57,Richmond,North,6,1
1418615461.94,Fremont,South,3,13
1418615461.94,Richmond,North,6,21
1418615521.3,Fremont,South,3,12
1418615521.3,Richmond,North,6,20
1418615581.65,Fremont,South,3,11
1418615581.65,Richmond,North,6,19
1418615641.96,Fremont,South,6,10
1418615641.96,Richmond,North,6,18
1418615701.31,Fremont,South,6,10
1418615701.31,Richmond,North,6,17
1418615761.62,Fremont,South,6,10
1418615761.62,Richmond,North,6,15
1418615821.94,Fremont,South,6,10
1418615821.94,Richmond,North,6,14
1418615881.3,Fremont,South,6,6
1418615881.3,Richmond,North,6,13
1418615941.62,Fremont,South,6,5
1418615941.62,Richmond,North,6,12
1418616001.98,Fremont,South,6,4
1418616001.98,Richmond,North,6,11
1418616061.31,Fremont,South,6,3
1418616061.31,Richmond,North,6,11
1418616121.66,Fremont,South,6,2
1418616121.66,Richmond,North,6,10
1418616181.99,Fremont,South,6,1
1418616181.99,Richmond,North,6,9
1418616241.31,Fremont,South,6,Leaving
1418616241.31,Richmond,North,6,8
1418616301.65,Fremont,South,3,19
1418616301.65,Richmond,North,6,7
1418616362.03,Fremont,South,3,18
1418616362.03,Richmond,North,6,6
1418616421.38,Fremont,South,3,17
1418616421.38,Richmond,North,6,5
1418616481.76,Fremont,South,3,16
1418616481.76,Richmond,North,6,4
1418616541.1,Fremont,South,3,15
1418616541.1,Richmond,North,6,3
1418616601.43,Fremont,South,3,14
1418616601.43,Richmond,North,6,2
1418616661.76,Fremont,South,3,13
1418616661.76,Richmond,North,6,Leaving
1418616721.13,Fremont,South,3,12
1418616721.13,Richmond,North,6,19
1418616781.44,Fremont,South,3,11
1418616781.44,Richmond,North,6,18
1418616841.77,Fremont,South,3,10
1418616841.77,Richmond,North,6,17
1418616901.09,Fremont,South,6,10
1418616901.09,Richmond,North,6,16
1418616961.41,Fremont,South,6,10
1418616961.41,Richmond,North,6,15
1418617021.74,Fremont,South,6,7
1418617021.74,Richmond,North,6,14
1418617082.06,Fremont,South,6,6
1418617082.06,Richmond,North,6,13
1418617141.43,Fremont,South,6,5
1418617141.43,Richmond,North,6,12
1418617201.76,Fremont,South,6,4
1418617201.76,Richmond,North,6,11
1418617262.08,Fremont,South,6,3
1418617262.08,Richmond,North,6,10
1418617321.43,Fremont,South,6,2
1418617321.43,Richmond,North,6,9
1418617381.76,Fremont,South,6,1
1418617381.76,Richmond,North,6,8
1418617442.08,Fremont,South,6,Leaving
1418617442.08,Richmond,North,6,7
1418617501.42,Fremont,South,3,19
1418617501.42,Richmond,North,6,6
1418617561.77,Fremont,South,3,18
1418617561.77,Richmond,North,6,5
1418617621.11,Fremont,South,3,17
1418617621.11,Richmond,North,6,4
1418617681.47,Fremont,South,3,16
1418617681.47,Richmond,North,6,3
1418617741.82,Fremont,South,3,15
1418617741.82,Richmond,North,6,2
1418617801.13,Fremont,South,3,14
1418617801.13,Richmond,North,6,1
1418617861.52,Fremont,South,3,13
1418617861.52,Richmond,North,6,Leaving
1418617921.88,Fremont,South,3,12
1418617921.88,Richmond,North,6,19
1418617981.25,Fremont,South,3,11
1418617981.25,Richmond,North,6,18
1418618041.6,Fremont,South,3,10
1418618041.6,Richmond,North,6,18
1418618101.94,Fremont,South,3,10
1418618101.94,Richmond,North,6,16
1418618161.33,Fremont,South,6,8
1418618161.33,Richmond,North,6,15
1418618221.69,Fremont,South,6,7
1418618221.69,Richmond,North,6,14
1418618282.04,Fremont,South,6,6
1418618282.04,Richmond,North,6,13
1418618341.42,Fremont,South,6,5
1418618341.42,Richmond,North,6,12
1418618401.79,Fremont,South,6,4
1418618401.79,Richmond,North,6,11
1418618461.11,Fremont,South,6,3
1418618461.11,Richmond,North,6,10
1418618521.43,Fremont,South,6,2
1418618521.43,Richmond,North,6,9
1418618581.78,Fremont,South,6,1
1418618581.78,Richmond,North,6,8
1418618641.16,Fremont,South,6,Leaving
1418618641.16,Richmond,North,6,7
1418618701.52,Fremont,South,3,19
1418618701.52,Richmond,North,6,6
1418618761.84,Fremont,South,3,18
